file_name ; total_energy;total_F;total_SFM; speech; 
file stem1-250-stem1.wav ; 52.565178631511905;305.8239229024943;-3.522290219302884; yes; 
file stem1-251-stem1.wav ; 52.3463745410689;349.7795419501134;-3.752526908870781; yes; 
file stem1-252-stem1.wav ; 51.27084502351591;306.4411428571429;-3.320687707048724; yes; 
file stem1-253-stem1.wav ; 53.386928037158896;338.83278231292513;-3.55448025189816; yes; 
file stem1-254-stem1.wav ; 53.18394935923872;333.2081678004535;-3.7471368411687367; yes; 
file stem1-255-stem1.wav ; 52.74147671657404;333.01452380952384;-3.97157549031339; yes; 
file stem1-256-stem1.wav ; 52.20165935985752;325.4784943310657;-3.915664784480422; yes; 
file stem1-257-stem1.wav ; 51.960013628919285;316.031052154195;-3.463759102136565; yes; 
file stem1-258-stem1.wav ; 53.04076801108801;335.3505034013606;-3.8991049956642487; yes; 
file stem1-259-stem1.wav ; 51.53893177394237;334.2516031746032;-3.4605128434830923; yes; 
file stem1-26-stem1.wav ; 51.920715929804324;333.99679818594103;-3.5263834751819143; yes; 
file stem1-260-stem1.wav ; 52.26906009155708;352.26467120181405;-3.8903058909880013; yes; 
file stem1-261-stem1.wav ; 52.26060338929709;345.4323673469388;-3.5967200566685453; yes; 
file stem1-262-stem1.wav ; 49.42761973293245;329.54628571428566;-3.530858639754318; yes; 
file stem1-263-stem1.wav ; 51.62954903365267;335.8912857142858;-3.5098537506168452; yes; 
file stem1-264-stem1.wav ; 53.29236254361409;344.04734693877555;-4.14604097273475; yes; 
file stem1-265-stem1.wav ; 52.588290017539634;339.0250566893424;-4.0475773483923065; yes; 
file stem1-266-stem1.wav ; 50.01269260667614;354.4249841269841;-3.2086468033390627; yes; 
file stem1-267-stem1.wav ; 51.939857780998054;348.59785714285715;-3.3438949963664926; yes; 
file stem1-268-stem1.wav ; 52.0261339581172;330.49632653061224;-3.7041519603624082; yes; 
file stem1-269-stem1.wav ; 52.38858955735206;335.6348843537415;-3.3661516249053953; yes; 
file stem1-27-stem1.wav ; 52.37685867395828;331.2026530612245;-3.0274310893824525; yes; 
file stem1-270-stem1.wav ; 51.33568668279387;349.22510204081635;-3.358878288447709; yes; 
file stem1-271-stem1.wav ; 52.655211836215486;334.74448299319727;-3.7794693368378853; yes; 
file stem1-272-stem1.wav ; 52.4832322568213;336.36189569160996;-3.3512493495217255; yes; 
file stem1-273-stem1.wav ; 51.730022283795584;336.87257142857146;-3.626733443252375; yes; 
file stem1-274-stem1.wav ; 52.01068063862461;307.09625396825396;-3.320105606631444; yes; 
file stem1-275-stem1.wav ; 52.63059157346195;336.9883786848073;-3.3634543596251234; yes; 
file stem1-276-stem1.wav ; 51.92555178199592;335.38595918367344;-3.7031994378416555; yes; 
file stem1-277-stem1.wav ; 53.02078248673329;308.827693877551;-3.57779858164996; yes; 
file stem1-278-stem1.wav ; 52.42271096426074;335.80359637188207;-3.51901284603471; yes; 
file stem1-279-stem1.wav ; 52.28600000560623;314.37640816326535;-3.5930411565287828; yes; 
file stem1-28-stem1.wav ; 52.14952161923144;337.7142857142857;-3.7690143881698237; yes; 
file stem1-280-stem1.wav ; 51.29913500645128;353.02730158730157;-3.2354487577510787; yes; 
file stem1-281-stem1.wav ; 52.09978536702171;334.819925170068;-3.3685885086181373; yes; 
file stem1-282-stem1.wav ; 52.52885781065278;336.2364217687075;-3.330437933595163; yes; 
file stem1-283-stem1.wav ; 51.239513812194204;328.2933015873016;-3.736596178373131; yes; 
file stem1-284-stem1.wav ; 53.33592206002056;307.6686802721089;-3.746764087091569; yes; 
file stem1-285-stem1.wav ; 52.06269482172923;344.61278911564625;-3.5024324650724608; yes; 
file stem1-286-stem1.wav ; 51.98479113013349;317.84804535147396;-3.519682878762933; yes; 
file stem1-287-stem1.wav ; 52.144966021557735;337.78406349206347;-3.528770628055817; yes; 
file stem1-288-stem1.wav ; 51.14228558680043;341.8177959183674;-3.5018720400589642; yes; 
file stem1-289-stem1.wav ; 52.26770843724297;316.3596984126984;-3.416416907380953; yes; 
file stem1-29-stem1.wav ; 53.08361966126735;335.6205578231293;-3.428416797277375; yes; 
file stem1-290-stem1.wav ; 50.46162793674964;334.1832199546485;-3.427226795655149; yes; 
file stem1-291-stem1.wav ; 52.50586160008904;335.70064625850335;-3.6977280395825316; yes; 
file stem1-292-stem1.wav ; 52.64040850526172;335.1042358276644;-3.573624772348395; yes; 
file stem1-293-stem1.wav ; 51.56754370837023;336.31975736961454;-3.802532595297073; yes; 
file stem1-294-stem1.wav ; 52.15938323380896;340.656;-3.3269364545067535; yes; 
file stem1-295-stem1.wav ; 52.27240461356925;328.5834013605442;-3.4834134794836293; yes; 
file stem1-296-stem1.wav ; 51.98204997575362;366.64451700680274;-3.4978719385224353; yes; 
file stem1-297-stem1.wav ; 51.42023228420437;348.63222448979593;-3.44626749747156; yes; 
file stem1-298-stem1.wav ; 52.18641414244536;338.47182766439914;-3.296693383230639; yes; 
file stem1-299-stem1.wav ; 52.255038906660204;334.9557210884354;-3.6531695380920475; yes; 
file stem1-3-stem1.wav ; 54.1510937888599;305.5207823129252;-2.8688308847323265; yes; 
file stem1-30-stem1.wav ; 52.80293098244254;331.5253741496599;-3.5389189857021366; yes; 
file stem1-300-stem1.wav ; 52.213096181381246;336.87619047619046;-3.623122846187146; yes; 
file stem1-301-stem1.wav ; 51.03511933123356;366.78649206349206;-3.238374859368245; yes; 
file stem1-302-stem1.wav ; 52.01487441056153;337.9988979591837;-3.4703351038611676; yes; 
file stem1-303-stem1.wav ; 53.09421240524176;336.0934557823129;-4.204794043881974; yes; 
file stem1-304-stem1.wav ; 51.89072064079791;325.730022675737;-3.497746252482844; yes; 
file stem1-305-stem1.wav ; 53.0331298148277;339.5321088435374;-3.8991987472466083; yes; 
file stem1-306-stem1.wav ; 51.02878063360288;347.7966530612245;-3.425443996190903; yes; 
file stem1-307-stem1.wav ; 51.11483960211991;339.9501859410431;-3.700714510785906; yes; 
file stem1-308-stem1.wav ; 53.48305893063435;335.4264126984127;-3.5978301521947063; yes; 
file stem1-309-stem1.wav ; 52.76342987880463;341.97951020408163;-3.856877538822868; yes; 
file stem1-31-stem1.wav ; 52.88254108896183;339.83872108843536;-3.86521574037809; yes; 
file stem1-310-stem1.wav ; 53.091208247273464;337.85839002267574;-3.4636334132855904; yes; 
file stem1-311-stem1.wav ; 52.26186046786153;308.86289569160994;-3.639814081761369; yes; 
file stem1-312-stem1.wav ; 52.37036581285025;366.9780680272109;-3.2797504247509432; yes; 
file stem1-313-stem1.wav ; 52.520078172114864;351.57773922902487;-3.5397279680165354; yes; 
file stem1-314-stem1.wav ; 52.47579610007228;337.2845487528345;-3.4385467833942958; yes; 
file stem1-315-stem1.wav ; 51.36308801051842;333.26357142857137;-3.474160269055025; yes; 
file stem1-316-stem1.wav ; 53.24389564903626;350.99718820861676;-3.311162803431481; yes; 
file stem1-317-stem1.wav ; 52.18322922839102;336.70301814058956;-3.4515524050193798; yes; 
file stem1-318-stem1.wav ; 53.02995047124105;348.09208163265305;-3.6368256677067845; yes; 
file stem1-319-stem1.wav ; 53.006443900043955;335.308052154195;-3.421085603821472; yes; 
file stem1-32-stem1.wav ; 52.95089892342799;336.4439546485261;-3.5990411057698615; yes; 
file stem1-320-stem1.wav ; 51.877449176023134;336.32285714285723;-3.3960257288259865; yes; 
file stem1-321-stem1.wav ; 52.890521144871265;338.34498639455785;-3.4639328709556194; yes; 
file stem1-322-stem1.wav ; 52.47732240783779;307.83136507936507;-3.2789638783609747; yes; 
file stem1-323-stem1.wav ; 49.84001468058973;335.7411768707483;-3.4627096533331105; yes; 
file stem1-324-stem1.wav ; 52.45850577028664;334.8421224489796;-3.917287720543793; yes; 
file stem1-325-stem1.wav ; 51.48287713870913;367.1862244897959;-3.688996465554572; yes; 
file stem1-326-stem1.wav ; 53.40314799030133;335.66311111111105;-3.789846700492051; yes; 
file stem1-327-stem1.wav ; 52.80789195238249;368.6131360544218;-3.720642801060257; yes; 
file stem1-328-stem1.wav ; 52.14557817002554;367.9162267573696;-3.335702318479715; yes; 
file stem1-329-stem1.wav ; 52.74940792061694;347.87604761904765;-3.5786145324338476; yes; 
file stem1-33-stem1.wav ; 51.039893062659104;332.4485850340136;-3.7094087829142954; yes; 
file stem1-330-stem1.wav ; 52.54807398017943;335.6933333333333;-3.571044422367894; yes; 
file stem1-331-stem1.wav ; 53.33348618474091;339.02565759637184;-3.585061195413251; yes; 
file stem1-332-stem1.wav ; 52.39199239140314;370.77043083900224;-3.245634967521184; yes; 
file stem1-333-stem1.wav ; 53.65774159648077;335.716;-3.594395856374069; yes; 
file stem1-334-stem1.wav ; 51.684794918979996;333.4061360544218;-3.261119673232243; yes; 
file stem1-335-stem1.wav ; 53.34559862835218;337.645544217687;-3.5306544226737926; yes; 
file stem1-336-stem1.wav ; 53.60541173979719;338.56000000000006;-3.814467078443971; yes; 
file stem1-337-stem1.wav ; 52.279496589364584;365.06859637188217;-3.635106019020535; yes; 
file stem1-338-stem1.wav ; 52.20379536818888;334.34304761904764;-3.6174082235234044; yes; 
file stem1-339-stem1.wav ; 53.08238441645483;334.8544149659864;-3.9210484868296085; yes; 
file stem1-34-stem1.wav ; 53.26961890380471;347.36760544217685;-4.093660111473281; yes; 
file stem1-340-stem1.wav ; 52.82981710638969;335.26503401360543;-3.5315980378371012; yes; 
file stem1-341-stem1.wav ; 53.880975008996394;338.5980952380952;-3.5043424978456295; yes; 
file stem1-342-stem1.wav ; 51.292570014158024;332.86151020408164;-3.6790227418454955; yes; 
file stem1-343-stem1.wav ; 52.73110511297931;335.3884444444444;-3.7420100400193337; yes; 
file stem1-344-stem1.wav ; 52.48181700307199;368.3510657596372;-3.677581000631646; yes; 
file stem1-345-stem1.wav ; 53.207995553263075;352.83887755102046;-3.905643120015607; yes; 
file stem1-346-stem1.wav ; 52.376202912423935;335.9150068027211;-3.38328052429936; yes; 
file stem1-347-stem1.wav ; 53.61281397854265;334.3099750566893;-3.61731948005319; yes; 
file stem1-348-stem1.wav ; 51.6469125203101;337.7443265306123;-3.2996939951561233; yes; 
file stem1-349-stem1.wav ; 52.29640780028571;355.2896258503401;-3.688151086434526; yes; 
file stem1-35-stem1.wav ; 49.75730549073822;343.2722222222222;-3.6047693419028923; yes; 
file stem1-350-stem1.wav ; 53.58835621944195;338.9690476190476;-3.2957729892704206; yes; 
file stem1-351-stem1.wav ; 52.43391840012215;336.45677551020407;-3.746884101944265; yes; 
file stem1-352-stem1.wav ; 52.27277948786533;333.74279365079366;-3.854283548112832; yes; 
file stem1-353-stem1.wav ; 52.77123970392516;337.37911791383215;-3.6685043540894378; yes; 
file stem1-354-stem1.wav ; 52.81794513774207;347.87019047619043;-3.5604375732196325; yes; 
file stem1-355-stem1.wav ; 52.17826462186576;336.1846371882086;-3.3198652897343264; yes; 
file stem1-356-stem1.wav ; 53.03539481497433;367.03921995464856;-3.6999214645149596; yes; 
file stem1-357-stem1.wav ; 54.35242282293883;308.88038095238096;-3.557121129649549; yes; 
file stem1-358-stem1.wav ; 52.64436182013669;336.7113832199547;-3.8689264898968716; yes; 
file stem1-359-stem1.wav ; 52.59086418427106;349.52234240362804;-3.553859588743745; yes; 
file stem1-36-stem1.wav ; 52.551775305827434;349.6852244897959;-3.6416581219230206; yes; 
file stem1-360-stem1.wav ; 53.091943363159636;349.12693877551015;-3.5296952947149984; yes; 
file stem1-361-stem1.wav ; 51.471155354509975;343.6905873015873;-3.5611098616409156; yes; 
file stem1-362-stem1.wav ; 53.03790889903466;337.95152834467115;-3.7894903031464264; yes; 
file stem1-363-stem1.wav ; 52.773753715628445;336.1443129251701;-3.4172500737701417; yes; 
file stem1-364-stem1.wav ; 52.99925657942103;307.6182857142857;-3.5141329893236013; yes; 
file stem1-365-stem1.wav ; 52.17589676659871;337.7726757369615;-3.569923280261333; yes; 
file stem1-366-stem1.wav ; 53.43588219928138;340.3010204081633;-3.653313006861936; yes; 
file stem1-367-stem1.wav ; 52.441199214081784;340.81283446712024;-3.314911308685109; yes; 
